439,350.2,2566,0.9780807,1.189602,-2.752891
454.6,290.2,2569,0.8496407,0.6649618,-2.872949
363.88,353.8,2572,1.31885,0.8900847,-1.257864
439,339,2574,0.9581412,1.05986,-2.624238
375.4,291.4,2578,1.438515,0.5889442,-2.242395
371.8,363.4,2580,1.506611,1.222016,-2.30265
373,295,2582,1.491892,0.6452996,-2.378582
362.44,362.44,2587,1.480815,1.109633,-1.884678
430.12,343.72,2589,1.057727,1.114889,-2.7327
373.96,365.32,2590,1.512767,1.275044,-2.414222
428.68,291.88,2592,1.048331,0.6397353,-2.671238
435.88,297.64,2593,0.9802423,0.6991296,-2.73684
437.8,321.4,2596,0.9801794,0.9285904,-2.776228
373.96,313.48,2597,1.523685,0.8099101,-2.461427
415,319,2598,1.144546,0.8592141,-2.477659
422.92,343.72,2599,1.09865,1.100265,-2.595994
360.424,310.312,2600,1.339085,0.6087267,-1.309617
400.6,347.8,2601,1.282907,1.119745,-2.490293
413.8,350.2,2602,1.197173,1.178997,-2.642525
214.5808,399.1313,2606,2.273434,1.157981,-0.9045907
314.1136,399.1313,2607,1.720053,1.258279,-1.366494
401,315,2612,1.247207,0.8073041,-2.364476
400,306,2613,1.267879,0.7415094,-2.447084
320.3344,117.1216,2614,1.582284,-0.7270621,-1.335427
326.5552,115.048,2616,1.560773,-0.7543799,-1.41221
48.52,231.4,2222,3.475306,-0.009283819,-0.7946238
299,114,2284,1.762522,-0.7820642,-1.396301
123,389,2287,2.582687,0.9444845,-0.3958528
51.4,405.64,2290,3.295392,1.141487,-0.5568825
387.4,375.4,2296,1.398225,1.351219,-2.431665
388,368,2308,1.357992,1.239457,-2.259929
342,403,2310,1.559909,1.327916,-1.516439
363,303,2314,1.552816,0.6855748,-2.240028
312,115,2315,1.688177,-0.7807021,-1.466182
375,294,2327,1.468007,0.6185507,-2.348332
376,309,2332,1.468966,0.7528577,-2.371108
385,338,2341,1.427394,1.035202,-2.513639
355,120,2345,1.41571,-0.7511514,-1.650282
361,403,2352,1.422987,1.318987,-1.547618
313,117.4,2354,1.673072,-0.766057,-1.436342
355,124.6,2359,1.388487,-0.7005162,-1.546075
311.8,115,2362,1.682883,-0.7874752,-1.441945
325,115,2365,1.588749,-0.7817624,-1.447139
298.6,115,2367,1.766005,-0.7808436,-1.396333
299.08,114.76,2375,1.762663,-0.7847692,-1.376272
110.9008,401.2049,2377,2.812121,1.082208,-0.5577621
342.28,401.32,2378,1.541,1.29453,-1.448102
362.2,332.2,2397,1.660614,1.005322,-2.606273
341.416,401.896,2403,1.563284,1.309828,-1.5165
206.2864,374.248,2405,2.174153,0.915436,-0.6504946
312.04,115.048,2422,1.639227,-0.7550142,-1.34746
362.152,301.672,2425,1.430144,0.5965364,-1.721025
350.056,401.896,2427,1.473444,1.286002,-1.427235
210.0189,359.3182,2432,2.190327,0.8372642,-0.7294335
204.047,377.2341,2433,2.168753,0.9195215,-0.6188073
212.4077,359.3182,2438,2.102344,0.8033555,-0.6215789
376,291,2439,1.508999,0.6222438,-2.522881
463,297.4,2440,0.7657518,0.7421188,-3.036483
425,307,2441,1.090105,0.7862125,-2.746736
453,312,2443,0.8214092,0.8093026,-2.570923
199,340,2444,2.427743,0.7804931,-1.01491
123,366,2445,2.622299,0.8304043,-0.457205
467,338,2446,0.734062,1.078717,-2.811244
455,347,2447,0.8325937,1.158698,-2.777317
378,365,2448,1.47427,1.259397,-2.402414
461.8,369.4,2450,0.7960533,1.439082,-3.06514
461.8,304.6,2453,0.7546797,0.7569688,-2.758354
436,320,2454,0.9913746,0.9153986,-2.752126
201,345,2455,2.427855,0.8218042,-1.021916
388,350,2456,1.343032,1.102273,-2.250964
451,295,2458,0.8589551,0.6930537,-2.838231
206,373,2460,2.150307,0.8952913,-0.6247276
466,374,2461,0.7461153,1.420813,-2.838972
432,392,2463,0.9642845,1.364893,-2.045736
303,114,2464,1.670633,-0.7276514,-1.268902
454,290,2465,0.8335212,0.6550421,-2.880173
373,296,2466,1.510403,0.6553491,-2.459265
427,294,2467,1.068091,0.6794175,-2.791488
460,299,2468,0.7864863,0.7483765,-2.965509
439,322,2469,0.9626409,0.9228082,-2.711853
365,334,2470,1.597101,0.9983516,-2.460925
207.4,374.2,2472,2.22489,0.9433882,-0.7656175
454,294,2473,0.8318927,0.6864983,-2.847313
429,347,2474,1.065753,1.164819,-2.751824
417,370,2475,1.156881,1.33948,-2.592768
424,347,2478,1.108244,1.167326,-2.748583
429,361,2479,1.053413,1.26142,-2.62648
314,118,2480,1.675594,-0.7599429,-1.480479
425,290,2481,1.110905,0.6561984,-2.906628
316,126,2483,1.646287,-0.6918488,-1.427615
439,300,2485,0.96095,0.7261516,-2.784035
364,397,2486,1.379525,1.265963,-1.475668
345,403,2487,1.511341,1.304717,-1.434837
343,114,2488,1.458639,-0.769758,-1.486378
355,129,2489,1.386958,-0.6616114,-1.538147
437,352,2490,0.9924725,1.206489,-2.752903
206,381,2492,2.153003,0.944499,-0.6250788
416,352,2493,1.170699,1.188511,-2.646297
415,374,2494,1.170288,1.361775,-2.540579
377,362,2495,1.477259,1.234511,-2.38389
425,313,2496,1.102445,0.8664629,-2.85044
387,315,2497,1.327526,0.7958924,-2.187994
401,348,2498,1.26081,1.098119,-2.38595
49.96,201.16,2499,3.412899,-0.2206697,-0.7549924
439,350,2500,0.972818,1.191104,-2.763934
429.4,343,2506,1.061673,1.12124,-2.741513
404,347,2507,1.21867,1.068552,-2.295403
455,364,2510,0.8401328,1.325426,-2.811524
443,370,2511,0.9461756,1.368795,-2.764357
392.68,394.12,2512,1.248096,1.342644,-1.85237
416,320,2514,1.154599,0.8839897,-2.56947
128.2,343,2515,2.859844,0.7717132,-0.8141922
451,325,2516,0.8369341,0.9311458,-2.611562
438,370,2517,0.9993761,1.386734,-2.813605
436,317,2518,0.9890862,0.8791002,-2.720664
425,296,2521,1.069497,0.6789295,-2.654382
415,334.6,2522,1.170863,1.025003,-2.621977
453,341,2523,0.8478575,1.103635,-2.764837
428,291,2524,1.059142,0.6416683,-2.748162
449,292,2525,0.8708587,0.6580221,-2.776387
416,355,2529,1.167406,1.212267,-2.586101
205.48,378.28,2530,2.1649,0.9325505,-0.6402675
440.2,373,2531,0.9246532,1.303196,-2.457267
398.2,131.8,2532,1.139907,-0.6753175,-1.905123
424,343,2536,1.095653,1.110501,-2.628569
455,343,2537,0.8636653,1.17193,-3.087498
202.6,368.2,2538,2.408392,0.9757525,-1.013534
434,300,2539,0.9979085,0.7163987,-2.729758
376.6,309.4,2541,1.495499,0.7783147,-2.460562
423,309,2542,1.088944,0.8009121,-2.59933
400,290,2544,1.132756,0.5113858,-1.735491
413.8,301,2545,1.171881,0.7355893,-2.643986
441,317,2546,0.9720826,0.9070149,-2.896105
448,312,2547,0.8840279,0.8376962,-2.75367
387.4,368.2,2548,1.368469,1.2559,-2.294519
389.8,305.8,2549,1.322254,0.7136649,-2.261709
314.92,126.28,2550,1.676994,-0.6985116,-1.493303
428.2,292.6,2551,1.040207,0.644935,-2.622346
436.6,302.2,2553,0.9748164,0.7610034,-2.758778
430.12,402.76,2555,0.9413843,1.34871,-1.727026
359.8,308.2,2556,1.567405,0.7253242,-2.189
417.4,370.6,2557,1.110556,1.263796,-2.289372
442.6,370.6,2558,0.9400489,1.359036,-2.748213
436.6,297.4,2565,0.9844655,0.7108158,-2.812779
435.4,319,2567,0.992402,0.8934638,-2.696955
355.24,119.08,2568,1.37572,-0.7257274,-1.488008
447.4,293.8,2570,0.887475,0.6767845,-2.798797
440.2,301,2571,0.9488875,0.7255023,-2.737074
345.4,403,2573,1.520881,1.310283,-1.482913
428.2,308.2,2575,1.052629,0.7942088,-2.685774
434.2,301,2576,0.9949472,0.7328716,-2.662349
363.4,370.6,2577,1.487957,1.185708,-1.915432
373,290.2,2579,1.438777,0.5684908,-2.153382
421,310.6,2581,1.106795,0.7970811,-2.614017
424.6,323.8,2583,1.084784,0.9301805,-2.648303
213.544,401.896,2584,2.252304,1.159521,-0.8583355
320.68,118.504,2585,1.597024,-0.7346603,-1.377055
200.0656,338.9969,2586,2.441572,0.7828525,-1.023045
313.768,401.896,2588,1.701573,1.25775,-1.305035
439.912,374.248,2591,0.9831174,1.434264,-2.839233
388.072,369.064,2594,1.400979,1.312471,-2.481281
413.992,374.248,2595,1.185131,1.379446,-2.532399
369.064,310.312,2603,1.62838,0.8151554,-2.655568
351.4384,119.1952,2604,1.420408,-0.7409402,-1.553764
440.6033,403.2784,2605,0.8872447,1.423508,-1.951578
210.4336,357.6592,2608,2.21519,0.8440734,-0.7957149
119.1952,384.6161,2609,2.695999,0.9612303,-0.5044521
363.8801,363.8801,2610,1.456015,1.105111,-1.821969
388.7632,368.0273,2611,1.41671,1.310338,-2.366344
314.5284,399.1313,2615,1.666927,1.211519,-1.225805
341.8999,399.1313,2617,1.508481,1.245566,-1.355563
210.0189,359.3182,2618,2.210398,0.8523699,-0.7709571
366.7831,399.1313,2619,1.326092,1.23014,-1.33981
366.7831,317.0167,2620,1.375977,0.707913,-1.623422
359.3182,401.6196,2621,1.378997,1.24726,-1.342596
361.8065,292.1335,2622,1.4926,0.5641136,-1.98058
